원본,라벨,독어_역번역
어이 거기 떡볶이집들 이번 달 자리세 7만원 올랐으니까 알아둬. 네? 사장님 한 마디 상의도 없이 그렇게 올려버리시면 어떡해요. 안그래도 장사 안 돼서 살기 힘든데. 살기 힘들면 다른 일을 하시던가. 맨날 그렇게 놀고 먹으려 하면 안되지. 저희 진짜 열심히 돈 벌고 아끼고 아껴서 내는거예요. 된다면 다음달부터 안될까요.? 달라면 빨리 줘야지. 내가 갑이고 너네가 을이야 몰라? 왜 협상하려고 들지? 그게 아니고 저희도 이번달 돈을 어떻게 쓸지 다 계획 해둔게 있는데 갑자기 당황스러워서 그렇죠. 그니까 조금 조금 아끼면 7만원 더 못내? 여기서 장사하면서 돈 많이 벌잖아. 원래 받아야 할 금액만큼 안 받다가 이제 받겠다는데 뭐가 문제야? 진짜 다음달부터 허락해주시면 꼬박꼬박 7만원 씩 더 내도록 하겠습니다. 아 됐고 7만원 안 낼거면 이 자리에서 나가. 당신들말고 이 자리 들어 올 사람 많아. 아니 달라면 줘야지 왜 안주는건데? 네. 이번 달 부터 드리도록 할게요.,갈취 대화,"저기 떡볶이집은 이번 달 좌석 가격을 7만원 인상했어요. 예? 상사와 상의도 없이 그런 얘기를 꺼냈다면 어떡하지? 그래도 사업이 없어서 생계를 유지하기가 어렵습니다. 삶이 어려울 땐 뭔가 다른 일을 해보세요. 맨날 그렇게 놀고 먹을 수는 없잖아요. 우리는 돈을 벌고, 저축하고, 갚기 위해 정말 열심히 일합니다. 그렇다면 다음 달부터 가능하지 않을까요? 달라고 하면 빨리 주세요. 내가 A이고 당신이 E인 걸 모르시나요? 왜 협상하려고 하는가? 그게 아니라 이번 달에 돈을 어떻게 쓸지 계획을 세웠는데 갑자기 당황스러웠어요. 그럼 조금이라도 저축하면 7만원 더 낼 수는 없을까요? 이곳에서 사업을 하면 많은 돈을 벌 수 있습니다. 마땅히 받아야 할 금액을 받지 못했는데 지금 받고 싶다면 무엇이 문제인가? 허락해 주시면 다음 달부터 정기적으로 7만원을 추가로 지급해 드리겠습니다. 아, 알겠습니다. 7만원 안 내면 여기서 나가세요. 여기엔 당신 말고도 많은 사람들이 있을 거예요. 아니, 달라고 하면 줘야 해요. 나한테 주지 그래? 예. 이번 달부터 드릴게요."
김대리 이리 좀 와봐 예. 사장님 너 요새 일이 많지? 그래서 이 따위로 보고서 써오는거지? 나한테 항의하는거야? 아닙니다. 사장님 아닌긴 뭐가 아니야. 한번 엿먹으라고 이렇게 시위하는거 야냐? 이 자식아 죄송합니다 죄송하긴 뭐가 죄송해. 일 많이시킨 내가 죽일 놈이지. 안그래? 죄송합니다 너같은 새끼는 필요없어. 나갈 준비하세요. 김대리님 이 자식아. 사장님.,직장 내 괴롭힘 대화,"김 과장, 이리 오세요. 사장님 요즘 바쁘세요? 그래서 이런 보고서를 쓰는 거겠죠? 나한테 항의하는 거야? 아니요. 사장이 아니어도 문제는 없습니다. 그냥 엿먹이려고 그렇게 항의하는 거야? 미안해, 이 개자식아. 내가 뭘 미안해? 당신이 열심히 일해야 하기 때문에 당신을 죽일 사람은 바로 나입니다. 사실이 아닌가요? 미안, 너 같은 놈은 필요 없어. 갈 준비를 하세요. 김과장, 이 새끼야. 대통령."
저 박스좀 옮겨줘요 네 다하시면 지하창고에 있는 물건 정리라시구요 오전에했는데요 아.그거 위치바꿔야겠어요 굳이 정리방식이 맘에 안들어요 깔끔하던데요 내눈엔 지저분해요 네.다시할게요,직장 내 괴롭힘 대화,"상자를 옮겨주세요. 네, 일이 끝나면 지하실 창고에 있는 물건들을 정리하세요. 나는 아침에 그것을했다. 아, 장소를 바꿔야겠다. 나는 그것이 조직된 방식을 별로 좋아하지 않는다. 깔끔했지만 내 눈에는 지저분해 보였다. 네, 다시 할게요."
이대리 여자친구 있댔지 네. 맞습니다. 몇살이야? 저보다 2살 아래입니다. 어려서 좋겠네. 언제 만났어? 대학교 같은 과였어요. 헤어진 적 없어? 네 아직 없습니다. 그 친구랑 결혼할거야? 고민중입니다. 재밌네. 여자친구 얘기 좀 더 해봐.,직장 내 괴롭힘 대화,"이대리에게 여자친구가 있다고 들었습니다. 예. 그들이 옳다. 몇 살이에요? 그는 나보다 2살 어리다. 젊으면 좋을 것 같아요. 언제 만났어요? 대학교 학과 같았어요. 헤어진 적 있나요? 예, 아직은 아닙니다. 이 친구랑 결혼할래? 나는 그것에 대해 생각하고 있습니다. 재미있다. 당신의 여자친구에 대해 더 이야기해주세요."
아 진짜 짜증나 왜? 너 생긴거 왜 그렇게 생겼냐? 지는 니는 뭐 잘났냐? 너보다야 낫지 니는 발에 껌 붙어서 눌러붙은애 처럼 생겼어 말 다했냐? 니는 성형해도 일반인 발가락 떼만도 못하게 생김 너도 잘생긴거 아니거든? 키180도 안되는 주제에 그래도 나는 키만 아쉬운데 너는 얼굴도 못생기고 키도 작고 성격도 구리잖아 조용히해라,기타 괴롭힘 대화,"아, 너무 짜증나. 왜? 왜 그렇게 보이나요? 무엇을 그렇게 잘 잃을 수 있습니까? 나는 당신보다 낫다. 당신은 발에 껌을 씹은 아이처럼 보입니다. 내가 다 말했나요? 성형수술을 해도 일반인의 발가락만큼 좋아 보이지는 않습니다. 당신도 좋아 보이지 않나요? 저는 키가 180cm도 안 되지만, 유일하게 아쉬운 점은 당신의 키입니다. 당신은 얼굴도 못생겼고, 키도 작고, 성격도 좋지 않습니다. 침착하세요."
야 네? 돈 있는거 다 내놔봐 누구세여 그건 알꺼없고 저 돈 없어요 뒤져서 나오면 죽는다 주머니 까봐 이거 안되요 학원비에요 그래 그거 내놔봐 학원 가봐야되요 이리 내놔 맞을래 흑흑 안되요 그돈 학원비에요,갈취 대화,"응? 당신이 가지고 있는 돈을 모두 나에게 주세요. 누구세요? 모르겠습니다. 나는 돈이 없습니다. 찾아보고 나오면 죽는다. 나는 그렇게하지 않을 것입니다. 이것은 학비입니다. 이것은 불가능합니다. 이것은 학비입니다. 알았어, 이거 줘 나는 학교에 가야 해요. 나한테 주면 내가 맞을 거야. 아니요. 그 돈은 학비로 사용됩니다."
김선생 네 부르셨습니까 강선생님 일처리를 도대체 어떻게 하는거야? 무슨문제라도 있습니까? 김선생이 어제 만난 고선생이 김선생 인상이 좋지 않다고 이번 일 없던걸로 하자던데 최대한 밝게 웃으며 이야기했는데. 평소도 인상이 안좋더니 거기 가서도 그랬나? 저는 최선을 다했습니다 인상이 안좋으니 하는일도 뭐 그렇지 죄송합니다,직장 내 괴롭힘 대화,"김 선생님, 저한테 전화하셨나요? 강씨, 도대체 일을 어떻게 처리하시나요? 문제가 있나요? 어제 김씨를 만난 고씨는 김씨에 대한 인상이 좋지 않다며 그냥 그런 일이 없었던 걸로 하자고 해서 나는 최대한 밝게 웃었다. 늘 안좋은 인상을 받았는데, 제가 있을 때도 그랬나요? 나는 최선을 다했다. 죄송합니다."
철수야 갑자기 무슨 일이야? 아니 너도 알지? 뭐를? 우리엄마 지금 병원에 입원했잖아 아 알지.괜찮으셔? 아니수술 하셔야하는데 내가 지금 돈이 없네. 아빠도 연락도 안돼 어그래? 안됐다 그래서 니가 좀 도와주라 나 돈좀 빌려줘 나 돈 없어 왜그래 아마추어같이 너 새끼 돈 많은거 이미 알사람 다 아는데 맞고 줄래 그냥 줄래? 진짜 엄마가 아프시긴 한거야? 그거까지는 니 알바 아니고 돈이나 주라,갈취 대화,"철수야, 갑자기 무슨 일이야? 아니, 너도 그거 알지? 무엇? 어머니는 지금 병원에 계십니다. 아, 아시죠. 괜찮으세요? 아니요, 수술이 필요합니다. 하지만 지금은 돈이 없습니다. 난 아버지한테 연락도 안 되잖아? 부끄러운 일이니 도와주세요. 나에게 돈을 좀 빌려주세요. 나는 돈이 없습니다. 왜 아마추어처럼 굴어요? 당신이 돈이 많다는 것은 이미 모두가 알고 있습니다. 즉시 나에게 주실래요? 그냥 나한테 줄래? 엄마가 정말 아픈가요? 이건 알바 아니고 그냥 돈만 줘"
어 양선생. 네 교장 선생님. 양선생 계약기간이 5월까지 아닌가? 네 맞습니다. 아이고. 마음이 약해지는구만. 양선생이 열정을 보여주면 내가 한번 고려를 해볼 수 있는데 어때? 열정이요?. 그게 무슨. 알만한 사람이 왜 그래? 교장선생님. 왜 그러세요 아이고 싫으면 말아요. 정교사 하고싶은 사람은 많으니까 . 생각할 시간을 좀 주세요.,직장 내 괴롭힘 대화,"아, 양 씨. 네, 교장 선생님. 양씨 계약이 5월에 만료되는 거 아닌가요? 네, 맞습니다. 맙소사. 나는 약하다고 느낀다. 양씨가 열정을 보여주면 생각해볼 수 있다. 어떻게 생각하나요? 헌신? 저게 뭐에요? 아는 사람이 무슨 죄냐? 교구 목사. 왜 이러는 걸까요? 마음에 들지 않으면 하지 마세요. 왜냐하면 전임 교사가 되고 싶어하는 사람들이 많기 때문입니다. 생각할 시간을 좀 주세요."
사퇴하시죠. 무슨 소립니까? 의원님이 뇌물을 받으신 거 다 알고 있습니다. 나 윤석룔 정치인생 30년 양심에 걸릴 게 없는 사람이오! 입에 침이나 바르시고 말씀하시지요. 어디 감히.!! 증거가 있습니다. 배려해 드릴 때 스스로 물러나십시오. 증거가 있다니! 어디서 생 사람 잡는 소리를 합니까! 저는 분명히 기회를 드렸습니다. 내일 아침까지 발표를 하지 않으신다면 증거 자료를 인터넷에 뿌리겠습니다. 꺼져! 꺼지라고!,기타 괴롭힘 대화,"뒤로 물러서주세요. 무슨 얘기를 하는 건가요? 그 의원이 뇌물을 받았다는 것은 우리 모두 알고 있습니다. 30년의 정치 경험을 가진 나 윤석률은 양심이 없는 사람이다! 입에 침을 더하고 말하세요. 감히.!! 증거가 있습니다. 고려할 때, 여유를 가지시기 바랍니다. 증거가 있습니다! 살아있는 사람을 죽이는 것에 대해 어디에서 말할 수 있습니까? 나는 확실히 그에게 기회를 주었다. 내일 아침까지 발표하지 않으면 인터넷에 증거를 퍼뜨리겠습니다. 저리 가요! 출구!"
야야 돈좀 있냐 아니 내가 돈이 어디있어 이게 하루이틀 사나 돈 항상 준비하라고 했지 어제도 가져갔잖아 어제 같은 소리하고 있네 돈 있어 없어? 어제도 가져가고 이제 돈 없다구 정말이야 용돈다 다썼어 한대씩 맞아야 돈이 나오지 한번 맞고 시작하자 미안해 이번엔 정말로 없어 정말이야 내일 꼭 가져올께 그래 최소한 성의라도 보여야 친구아니냐 우리 친하게 지내야지 내일이다 대신 내일은 2배인거 알지 알고있지 고마워,갈취 대화,"이봐요, 돈 있어요? 아니, 돈은 어디 있지? 이거 하루 이틀 사오라고 했어요. 항상 돈을 준비하세요. 어제도 가져가셨어요. 어제 일처럼 얘기하시네요. 돈이 있나요, 없어요? 어제 받았는데 이제 돈이 없어졌어요. 사실이에요. 용돈을 다 써버렸어요. 돈을 벌려면 한 명씩 만나야 해요. 펀치부터 시작해 보겠습니다. 죄송합니다. 이번에는 정말 그런 게 없어요. 나는 진지하다. 내일 꼭 가져올게요. 응, 적어도 진심을 보여줘야 해. 우리는 친구 아닌가요? 우리는 친구가 되어야 합니다. 내일이에요. 대신 내일은 두 배나 더 많다는 것을 알고 있습니다. 알잖아요, 고마워요."
너 이거 휴가 왜냈어 가족이 아파서요 야 너만 가족있냐? 아뇨. 가족있는 사람들은 다 휴가써야지 그러면 가족이 많이 아파요 너 승진 누락되도 되는거지? 아뇨. 그래 휴가 쓰고싶으면 써. 권고사직보낼테니까 취소할게요,직장 내 괴롭힘 대화,"이번 휴가는 왜 갔나요? 가족이 아프기 때문이죠. 아, 가족이 있는 사람은 당신뿐인가요? 아니요. 가족이 있는 사람은 모두 휴가를 떠나야 합니다. 그러면 가족들이 많이 고통받을 것입니다. 승진을 놓칠 여유가 있나요? 아니요. 네, 휴가를 가고 싶다면 휴가를 가세요. 사직 추천서를 보내서 취소하겠습니다."
근데 성형하실 생각 없으세요? 제가 왜요? 그냥요 왜 그런 말씀을 하시죠? 기분이 조금 나쁘네요. 에이 기분 나쁘라고 드린 말씀은 아니에요. 그냥 남들 보기에 좀 불편할 수도 있으니깐 예? 적당히 하세요. 기분 푸세요. 저만 그렇게 느낀 건 아니라서. 신고합니다 에이에이 왜 이렇게 과민하게 구세요. 제가 그만하라고 했잖아요.,기타 괴롭힘 대화,"그런데 성형수술을 하고 싶지 않으신가요? 왜 나야? 왜 그런 말을 합니까? 기분이 좀 안 좋아요. 아, 기분 나쁘게 하려는 건 아니었어요. 다른 사람들이 보기에는 조금 불편할 수도 있겠네요. 적당히 하세요. 안심하다. 왜냐하면 나만 이런 느낌을 받은 것이 아니기 때문이다. 나는 이것을보고한다. 야 너 왜 이렇게 예민해? 나는 그만하라고 말했다."
당신 손녀를 지금 데리고있다. 네??? 제 손녀를 데리고 있다고요? 그래. 내가 당신 손녀를 데리고 있어. 무슨 소리세요 제 손녀를 데리고있다니! 당신 손녀를 구하고 싶으면 지금 당장 계좌에 1억을 입금해 1억이라니요 그런 큰 돈 없어요 그럼 손녀를 살리고 싶지 않은건가? 아니요 하지만 그렇게 큰돈을 마련할수없어요 제 손녀를 살려주세요 당장 입금하지 않으면 손녀는 죽일 거다 안돼요 무슨말이에요 제 손녀를 건들지 마세요,협박 대화,"당신은 지금 손녀를 데리고 가고 있습니다. 예??? 내 손녀도 함께 있나요? 좋아요. 나에겐 당신의 손녀가 있어요. 내 손녀를 데려가는 게 무슨 소리야! 손녀를 살리고 싶다면 지금 당장 손녀 계좌에 1억을 입금하세요. 나는 돈이 그렇게 많지 않습니다. 그럼 손녀를 구하고 싶지 않나요? 아니요, 하지만 그렇게 많은 돈을 모을 수는 없습니다. 제 손녀를 구해주세요. 즉시 입금하지 않으면 그녀는 죽을 것입니다. 아니, 그게 무슨 말이에요? 내 손녀를 만지지 마세요."
