원본,라벨,독어_역번역
김병장 다음주 휴가인데 너 머리가 좀 길다? 당장 삭발해 저 휴가가 다음주 입니다.행보관님 휴가랑 머리길이가 무슨 상관이 있지? 아니 그래도 다음주 말차 인데 삭발은 좀 아닌 것 같습니다 중대장한테 건의 해서 명령 불복종과 품위 유지 위반으로 징계하고 말차 짤릴래 아님 삭발하고 휴가 나갈래 행보관님. 이건 아닌 것 같습니다. 그러게 누가 머리카락을 그렇게 기르나! 이발병 당장 불러서 삭발하고 한시간 이내로 안오면 너 말차는 없다. 행보관님 제발 이러지 말아주십쇼. 지금까지 열심히 군생활 했는데 이건 아닌 것 같습니다. 그럼 징계 받으면 되겠네 .삭발하고 오겠습니다.,직장 내 괴롭힘 대화,"김 경사님, 다음 주에 휴가이십니다. 머리가 좀 긴 것 같나요? 즉시 머리를 면도하십시오. 내 휴가는 다음 주예요. 행보씨, 휴가가 머리 길이와 무슨 상관이 있나요? 아니요, 하지만 다음 주에는 말차가 있어서 머리를 밀는 것은 좋은 생각이 아닌 것 같아요. 중대장에게 건의하고 명령 불복종과 품위 훼손으로 처벌하고 말차 때문에 해고되고 싶나요, 아니면 머리를 깎고 휴가를 가고 싶나요? 이는 사실이 아닌 것 같습니다. 그럼 누가 그렇게 머리를 기르나요? 머리를 깎으려고 이발사에게 바로 전화했는데 한 시간 안에 오지 않는다면 다른 선택의 여지가 없습니다. 매니저님, 이러지 마세요. 지금까지 군대에서 열심히 일했는데 꼭 그렇지는 않은 것 같다. 그러면 징계를 받을 수 있을 것 같아요. 머리를 밀고 돌아올게요."
우리 오늘은 한식 먹을까. 네 좋죠 좋아요 서사원도 먹게? 네? 저는 같이 먹으면 안 되나요? 안되는 건 아니지만 좀 싫네 제가 뭐 잘못한 거 있나요? 수준이 안 맞잖아. 수준이 좀 안 맞긴 하죠 에이 좀이 아니지 많이 안 맞지 전 따로 먹을게요. 식사하고 오세요,직장 내 괴롭힘 대화,"오늘은 한국 음식을 먹을까? 응, 괜찮아, 응, 서원도 먹어도 돼? 예? 같이 먹으면 안 돼요? 작동하지 않는 것은 아니지만 마음에 들지 않습니다. 내가 뭔가 잘못했나요? 수준이 안 맞네요. 품질이 별로 좋지 않습니다. 그것은 전적으로 사실이 아닙니다. 그것은 전적으로 사실이 아닙니다. 따로 먹겠습니다. 와서 먹어"
애 너희 오빠잘생겼던데! 아그래고마워 아니 고맙긴 뭘 어?? 다름이 아니라 나 너네오빠 만나보고 싶은데 너가 연결좀 시켜주라 어? 우리오빠 여자친구 만날생각 없다던데 그걸 니가 어떻게 알아? 마음이 바꼇을수도 있고 아. 왜 싫어?? 니네오빠 몸에 금칠이라도했어? 아니 그건 아닌데 그거 아니면 내연락처좀 전달해주고 연락오게해줘 안그러면 알지?? 좀 쉽게쉽게 가자,기타 괴롭힘 대화,"아, 네 동생이 잘생겼다고 생각했는데! 아, 고마워요, 안돼요, 뭐?? 문제는 내가 네 동생을 만나서 네가 내가 사교할 수 있도록 도와주고 싶다는 거야, 알았지? 남동생은 여자친구를 만날 생각이 없다고 들었습니다. 그걸 어떻게 알아? 마음이 바뀔 수도 있습니다. 왜 싫어해요?? 몸을 금색으로 칠하셨나요? 아니요, 그게 아닙니다. 그렇지 않은 경우 내 연락처 정보를 공유해 주시면 연락 드리겠습니다. 그렇지 않으면 알지?? 조금 더 간단하게 만들어보자"
야 너 내 돈 언제 갚을거야? 나 너한테 빌린적 없잔아. 이새끼 봐라. 저번에 빵 줬잔아 그거 만원짜리야 그거 남은거 준거잔아. 내가 너한테 줬다고? 여기 증인도 있는데? 내가 다 봄. 물건을 받았으면 돈을 줘야지. 안되겠다. 맞아야 정신을 차리지. 야 잡아봐 미안해 내일 만원 가져올게 이미 늦었어 새꺄 너 때문에 땀 났으니깐 내 인권비도 오천원 가져와라 알겠어. 미안해.,기타 괴롭힘 대화,"야, 언제 갚을 거야? 나는 당신에게 아무것도 빌린 적이 없습니다. 이 사람 좀 보세요. 지난번에 빵을 드렸어요. 10,000원짜리였어요. 나는 당신에게 나머지를 주었다. 내가 줬어? 여기에 증인이 있나요? 나는 모든 것을 본다. 물건을 받으면 그에 대한 비용을 지불해야 합니다. 작동하지 않습니다. 정신을 차려도 괜찮습니다. 이봐, 날 잡아줘 죄송합니다. 내일 10,000원 ??가져올게요. 이미 늦었어요. 새끼야 너 때문에 진땀이 나니까 인권비 5000원도 가져가라. 좋아요. 실례합니다."
대리님 혹시 00 자료 보내주실 수 있을까요? 자료가 부족해서요 네? 나 알맞게 보냈는데? 씨가 잘못 확인한거 아니에요? 아뇨 확인해보니 부족한 자료 부분이 있어서요. 자료 송부 부탁드립니다. 아니 나 알맞게 보냈다니까? 씨 잘 좀 확인해봐요. 이렇게 일 못하니까 혼자 일하지.쯧 대리님 여기 확인해보세요. 잘못 들어가 있죠? 제가 여러번 확인하고 말씀 드린겁니다. 아유 알았어요. 가만보면 엄청 예민해. 주면 되잖아요 대리님 아까부터 저 자꾸 무시하시고 무안 주시는 거 같은데 그만해주세요. 아니 씨 나 이상한 사람 만드네? 아니 씨가 잘못한 거 알려주면 감사합니다 하고 일해도 모자랄 판에 나한테 승질이야? 그게 아니라 대리님이 선 넘는 말을 하시니까. 뭐? 아니 후배 일 배우라고 하는 잔소리가 선이 넘는건가? 이래서 회사생활 하겠어요?,직장 내 괴롭힘 대화,"매니저님, 00 데이터 좀 보내주실 수 있나요? 데이터가 부족해서 그렇죠? 제가 제대로 보냈나요? 잘못 확인하신 거 아닌가요? 아니요, 확인해 보니 일부 데이터가 누락된 것으로 나타났습니다. 자료를 보내주세요. 아니, 제대로 보냈다고 했죠? 주의 깊게 확인하시기 바랍니다. 이렇게는 일을 못하니까 혼자 일해요. 쯧, 차장 여기 좀 봐. 잘못된 위치에 있는 거죠, 그렇죠? 제가 여러번 확인하고 이렇게 말씀드렸습니다. 알았어, 알았어. 자세히 보면 굉장히 예민해요. 저한테 주시면 됩니다, 대리님. 당신은 그동안 나를 무시하고, 나에게 아무런 호의도 베풀지 않은 것 같으니, 제발 그만 두세요. 아냐, 나를 이상한 사람으로 만드는 거야? 애니씨가 뭘 잘못했는지 알려주시면 감사하겠습니다만, 일이 부족하면 승진시켜주실 수 있나요? 그게 아니라 대리님이 도를 넘은 말을 했기 때문입니다. 무엇? 후배에게 직업을 배우라고 잔소리하는 것이 범법인가요? 그래서 회사에서 일하고 싶나요?"
야 너 그거 들었냐? 뭐? 아니 걔 있잖아. 이번 프로젝트 망쳐서 엄청 깨졌다잖아. 난 또 뭐라고. 걔 원래 일 못하기로 유명하잖아. 안녕? 다들 여기 있었네? 어이 모지리 아니야? 뭐? 지금 뭐하는거야? 너 말이야 너. 이번에도 실패해서 깨졌다며? 부장님도 참 불쌍하다. 어쩌다 너 같은게 들어와서는. 너네 진짜 너무들 한다.,직장 내 괴롭힘 대화,"야, 그거 들었어? 무엇? 아뇨, 거기 있어요 당신이 이 프로젝트를 망쳐서 정말 망했다고 들었습니다. 내가 또 무슨 말을 할 수 있나요? 그는 일을 잘 못하는 것으로 유명하다. 안녕? 다들 여기 있었나요? 저기, 모지리 아닌가요? 무엇? 뭐하세요? 당신, 내 말은 당신을 의미합니다. 이번에 실패했다가 또 망가졌다는 건가요? 매니저도 너무 불쌍해요. 당신 같은 사람이 어떻게 들어왔나요? 당신은 정말 이런 일을 너무 자주 합니다."
선생님과의 관계 모두 알릴거에요. 조금만 기다려 달라고 이야기 했잖니. 그렇게 시간이나 벌면서 뒤에서 무슨짓 하고 다니시는지 제가 모를 것 같아요? 오해야. 와이프랑 정리할거야. 기다려줘. 아뇨. 더이상은 안되겠어요. 선택하세요. 무슨 선택 말이야? 옆방에 사모님도 모셔놨어요. 사모님과 선생님 둘 중 한분은 오늘 죽게 되실거에요. 선택하세요. 선생님이 사모님을 선택하신다면 선생님은 죽어요. 물론 저도 따라가겠지만요. 저를 선택하신다면 선생님께서 사모님 보내주셔야겠죠. 이걸로요. 조금 생각 할 시간을 줄 수 있을까. 10분이라도. 좋아요. 정확히 10분 드릴게요.,협박 대화,선생님과의 관계에 대해 모두 말씀 드리겠습니다. 좀 기다리라고 했어요. 이렇게 시간을 낭비하고 있는데 뒤에서 뭘 하고 있는지 내가 모를 것 같나요? 당신은 착각했을 것입니다. 아내와 함께 명확히 하겠습니다. 기다리세요. 아니요. 나는 더 이상 이것을 할 수 없습니다. 선택해주세요. 어떤 선택이요? 나는 또한 아내를 다음 방으로 데려갔습니다. 내 아내와 선생님 중 한 명이 오늘 사망할 예정입니다. 선택해주세요. 선생님이 아내를 선택하면 선생님은 죽습니다. 물론 나도 참여할 것이다. 당신이 나를 선택한다면 당신의 아내를 나에게 보내야 합니다. 그것으로. 나에게 생각할 시간을 좀 주실 수 있나요? 10분이라도. 엄청난. 정확히 10분의 시간을 드리겠습니다.
가진 돈 전부 다 꺼내놔 정말 하나도 없어 이 새끼는 왜 지갑에 현금이 없어? 이러지마 제발 너 신발 비싸 보인다 이러지마 신발이라도 벗어서 내놔 안돼 나는 뭘 신고 가라고 그거야 네 사정이지 맞기 싫으면 내놔 제발 한번만 봐줘,갈취 대화,"가지고 있는 돈을 모두 꺼내세요. 정말 하나도 없어요. 이 사람 지갑에는 왜 현금이 없나요? 그러지 마세요. 네 신발이 비싸 보이는데. 그러지 마세요. 신발을 벗고 제출하세요. 아니, 무엇을 입어야 할까요? 그게 당신의 문제입니다. 맞고 싶지 않다면 넘겨주세요. 한번 살펴보세요."
지금 뭐하는건가? 꼼짝마 손들어 내가 그럴 것 같니? 딸에게 독약이라도 줄 거야 헉 그건 안 되 딸 살리고 싶으면 내말 들어 알았어 지금 당장 듣지 않으면 여기 있는 물건 던질거야 알았어 두고 보지,협박 대화,"뭐하세요? 움직이지 마세요. 손을 들어보세요. 내가 그렇게 할 것 같아? 나는 내 딸에게 독을 줄 것이다. 하하, 그건 불가능해요. 딸을 구하고 싶다면 내 말을 들어라. 알았어, 지금 내 말을 안 들으면 이 물건은 여기에 던질게. 좋아, 두고 보자."
오빠 근데 왜 헤어지는거야?? 이제 별로 널 안 사랑해. 그리고 나도 이제 지칠만큼 지쳤어. 대체 어느부분이 지쳤다는건데. 내가 사과했잖아. 사과해도 우리 다시 사귀면 넌 잠깐은 바뀌겠지만 다시 돌아올거야. 싫어. 난 못 헤어져. 나 헤어지면 죽어버릴거야. 왜 그래. 너 어린애 아니잖아. 싫다고 내가 바뀐다는데 왜 오빠가 먼데 날 판단해. 나 진짜 헤어지면 가방속에 있는 칼로 내 손목 그을거야. 왜 그래. 그러지마. 그냥 우리 좋게 끝내자. 싫다고 나 진짜 죽는꼴 보고 싶어? 헤어지면 죽을거라고 그러니까 오빠도 나랑 헤어질 생각하지마 헤어지면 확 손목 그어서 죽을거니까,협박 대화,"오빠 우리 왜 헤어지나요?? 나는 더 이상 당신을 정말로 사랑하지 않습니다. 그리고 지금은 너무 피곤해요. 당신의 어떤 부분이 피곤합니까? 나는 사과했다. 사과를 해도 다시 사귄다면 한동안은 변하겠지만 다시 돌아올 거예요. 아니요. 나는 헤어질 수 없다. 우리 헤어지면 나 죽는다 무슨 일이야. 당신은 어린아이가 아닙니다. 맘에 안들어서 바꾸겠다고 했는데, 지금까지 가버린 나를 왜 판단하는 거야? 정말 헤어지면 주머니에 있는 칼로 손목을 그을 것 같아요. 무슨 일이야. 그러지 마세요. 그냥 좋게 마무리하자. 정말 마음에 안 든다고 내가 죽는 걸 보고 싶은 거야? 헤어지면 죽는다고 했으니 나랑 헤어질 생각도 하지 마, 헤어지면 반드시 손목 그어 죽여버릴 테니까."
길동씨는 이번 워크샵에 못오죠? 네? 워크샵이 언제인데요? 이번주 금요일인데 이미 못온다고 말씀드렸어요 왜요? 저도 가고싶은데요 근데 다른 직원들이 길동씨가 오는 걸 원치않아요 네? 눈치좀 챙기세요 그래서 사회생활 하겠어요? 죄송합니다. 저는 가지 않겠습니다,직장 내 괴롭힘 대화,"길동씨, 이번 워크숍에는 못 오시죠? 예? 워크숍은 언제인가요? 이번주 금요일인데 갈 수 없다고 이미 말했잖아요. 왜? 나도 가고 싶은데 다른 직원들이 길동이가 오기를 싫어하는 거겠죠? 조심하세요. 사회생활을 하고 싶나요? 실례합니다. 나는 가지 않을 것이다"
아줌마 손에 든거 뭐에요? 장바구니인데요 아니 장바구니인건 아는데 뭐 들었어요? 오늘 애들 먹일 소고기요 아줌마 미안한데 나도 집에 애가 둘이나 있는데 돈이 없어요 네? 소고기좀 같이 나눠먹게요 아줌마는 옷도 잘입은거 보니 있어보이는데 나는 신랑이 우리 버리고 가서 연락도 안되서 돈도 없어요 주민센터같은데연락해서 도움좀 받지 그래요 아 주말에 주민센터여는거 봤어요? 우선 당장 굶어죽게 생겼으니까 좀 주라고요 .죄송해요 저 가볼게요 아줌마 그냥 가면 나 아줌마 집까지 쫓아가서 그집 앞에 앉아서 애들 기다려요 기다려서 뭐하게요 글쎄 뭐할까? 궁금하면 그냥 가시든가 아니면 그냥 소고기 좀 주고 가던가,갈취 대화,"당신 손에 있는 저것은 무엇입니까? 장바구니입니다. 아니 장바구니인건 알겠는데 무슨 소리를 들으셨나요? 오늘은 아이들에게 먹일 쇠고기가 필요해요. 죄송하지만 집에 아이가 둘 있는데 돈이 없어요. 뭐? 쇠고기를 나눠 먹자. 그 아줌마는 옷을 잘 입으니까 좋아 보이는데, 남편이 우리를 버리고 연락이 안 되니까 돈이 없어요. 커뮤니티 센터인 것 같습니다. 저에게 연락해서 도움을 받아보시는 건 어떨까요? 아, 주말에도 주민센터가 열리는 거 보셨나요? 우선 지금 배고픈 것 같으니 좀 주세요. 죄송합니다. 나는 갈 것이다. 그냥 나가시면 제가 따라가서 집까지 가서 집 앞에 앉아서 아이들을 기다리겠습니다. 기다리는 동안 무엇을 해야 하나요? 그럼 어떻게 해야 할까요? 궁금하면 그냥 가거나 소고기 좀 주고 가세요."
지수야 나 연극학원 다니느라 돈이 없는데 5만원만 빌려주라 응? 안돼. 나 한달 용돈 그런 없단 말이야. 머? 진짜. 근데 지수야. 나 진짜 밥 사먹을 돈도 없다말이야. 정말 미안한데. 나 진짜 돈이 없어서 그래. 머? 정말 근데 나도 돈이 없어. 좀 빌려주라. 안돼. 정말 미안해. 야. 좀 너무한거 아니야? 친구는 밥도 못먹어 가면서 하는데 좀 빌려주지 그렇게 빌려주는게 싫었냐? 아니 그게 아니라 빌려주면 나는 어떻게 벼텨. 내가 너 용돈 받기 전까지 돌려준다고 그럼 3만원만 빌려주라 그정도는 해줄 수 있잖아. 알겠어.,갈취 대화,"지수야 나 드라마 학원 다니니까 돈이 없으니까 5만원만 빌려줘 알았지? 아니요. 매달 용돈이 없어요. 무엇? 정말. 그런데 지수. 사실 밥 살 돈도 없어요. 정말 죄송해요. 왜냐면 정말 돈이 없거든요. 무엇? 사실 나도 돈이 하나도 없어. 나에게 뭔가를 빌려주세요. 아니요. 정말 죄송해요. 여기요. 좀 너무한거 아닌가? 친구가 밥도 못 먹어서 나가서 뭐 좀 빌려줬어요. 그 사람 빌려주는 게 그렇게 싫었나? 아니요, 사실이 아닙니다. 빌린 경우 비용은 어떻게 지불해야 합니까? 내가 용돈 받기도 전에 돌려준다고 하면 3만원만 빌려주는 셈이다. 나는 할 수 있는 일이 너무 많다. 좋아요."
