idx,class,conversation,keywords,persona,generated_conversation
1149,갈취 대화,"노랑아 나 담주 생일인거 알지?
네? 아.네 미리 축하드려요
뭐야 설마 말로 때우는 거야? 노랑아 이 목걸이 이쁘네 어디서 샀어? 좀 줘봐
네? 아. 목걸이 좋아하시나 봐요
아니 좋아하는 건 아니고 달라면 그냥 주지 말이 왜 이렇게 많아
아. 이거는 안되는데
그러면 다음에 하나 사올래?
아 저 돈 없는데
다음주까지 꼭 사와라.
너무 비싼데 흑흑.
확씨 말이 많아. 그냥 이거 가져간다","생일
목걸이
돈","친구, 동료
","오, 오늘은 씨의 생일이야?
맞아! 그날에는 저도 기분 좋게 지내고 싶었는데, 어떻게 하셨어요?
아, 잘 하고 계시죠? 이거, 내년은 내 돈이 충분히 남았으면 좋겠네요. 지금도 한 달 정도는 있지만, 다음달부터는 더 힘들 것 같아요.
네, 나도 그런 생각을 해봤네. 하지만 이건 다르다고 생각하실 거예요. 이번에는 정말 즐겁게 보내보면 되겠죠?
  아니, 그냥 가서 맛있는 식사하고 함께 놀면 좋겠다. 이거는 중요하지 않잖아?
그래, 그럼 나도 좋을 거야. 어떤 식사를 할까? 고구마와 비빔밥이나 간장치킨?
 으뜰, 고구랑 비빗집에서 먹고 싶어. 그리고 이거 하나 더, 내일은 나에게 도움이 될 건데, 몇 번 만나는지 미리 알려주세요.
  네, 어땐든 말고, 오늘도 즐거운 하루되길 바래요."
1150,갈취 대화,"혹시 돈 좀 빌려줄 수 있어?
아니. 나 돈 없는데?
카드는 있을거 아니야
왜 그러는데.?
나 급히 돈이 필요해서
너 저번에도 빌리고 안 갚았잖아.
다음에 저번것 까지 해서 같이 갚을게
안될것같아.
맞고 줄래 그냥 줄래?
알았어.","돈
빌리기
저번","직업 
관계 친구
장소","어제 저녁을 먹었어요? 
그럼, 어떻게 갔는지?
고기를 먹고 한잔했어요. 친구들랑 다녀왔습니다.
오, 좋았겠죠? 몇 번이나 갔어요?
  네, 세 번쯤이네요. 그때는 도경아도 같이 갔다고 하더라고요.
  도경이는 얼마나 자주 가나요?
 그거든요. 이래서 오늘도 가게 되었습니다.
이제는 나만 가면 되겠군요.
네, 나만 갈 때 더 편하겠죠?
물론이에요."
1151,직장 내 괴롭힘 대화,"우리 성근씨는 왜 다른 팀원들이랑 잘 융화가 안되는 거 같지?
아.네 제가 성격이 조금 소심하기도 하고 일이 손에 익는 게 조금 느려서 다른 팀원들이 많이 배려해주고 있습니다.
아니 그런거 말고. 성근 씨 사회성이 많이 부족한거 같아서. 회사일이란게 말이야. 혼자서 끝까지 할 수 있는 일이 아니거든. 나약한 정신으로 회사를 오래 다닐 수가 없어요.
좀더 노력하겠습니다.
노력만 하면 안돼지. 성근씨가 뭘 하고싶은지 그걸 결과로 보여줘야 알지. 내가 볼 때는 앞으로 회사 오래 못다닐 거 같은 사람이 딱 보이거든? 성근 씨가 그래. 사회성도 없고.
네 분발하겠습니다.
앞으로 저녁회식은 빠지지말고 꼭 나와. 사나이가 말이야. 부족한 자기 약점을 커버하려면 회식에서 소통도 좀 참여하고 자신감없이 뒤로 빠지지말고 그래야지. 내가 꼰대처럼 보여도 회사에서는 아무도 안알려주는 거 알려주는거니까.
좋은 말씀 감사합니다.
배에 힘딱주고. 그지! 선배들 선물도 좀사오고 분위기도 맞춰주고 그게 후배 도리지. 앞으로 잘해봐. 내가 지켜본다.
네 알겠습니다. 들어가세요!","팀원 
사회성 
결과","직장인 회사원
상사상급자, 하수사하급자
회의실, 회식장","우리 팀에서 가장 잘 하는 사람들만 모여서 이야기를 나누고 싶습니다.
정말 좋겠네요. 어떤 주제부터 할까요?
저는 이틀 전에 한 번 말했지만, 최근에 새로운 프로젝트가 시작되었습니다.
? 그게 뭐니? 어떻게 시작했나요?
첫 번째 이 있었어요. 상사와 함께 을 했었는데, 그때부터 지금까지도 많이 바뀌더라고요.
. 그럼 어떤 변화들이 있으셨어요?
. 처음에는 우리팀이 맡아야 할 업무가 많았으나, 는 다른 팀으로 옮겨졌어요.
.? 왜 그런일까요?
. 상사는 현재 상황을 분석하고 있습니다. 그리고 다른 팀에게 전환하기 위해 준비중이라고 해요.
.  이해합니다. 그럼 우리팀은 어떤 역할이  ?
.? 아직 정해져 있지 않아요. 하지만 상사가 결정한 후에 알려드리겠습니다.
. 그 때까지 우리는 계속해서 준비해야 해요.
. 맞아요. 추가적인 정보도 필요하시면 언제든지 말씀해주세요.
.!"
1152,직장 내 괴롭힘 대화,"하임씨
네???
회사에서 하임씨 옷이 너무 노출이 심해서 보기 불편하다
노.노출이요? 그냥 반팔인데
아니 그래도 팔뚝이랑 살이 막 보이잖아 속살
네에?
조선시대 같으면 꽁꽁 싸매고 다녔어 뭘 그렇게 놀라고그래
근데 너무 더운데. 반팔안입으면
그럼 가디건이라도 걸쳐 노출 지양하자 우리
네.알겠습니다","회사
발
가디건","직원
동료, 상사
회사","어제 날씨가  였네요?
네, 가급적이면 발을 잘 안 보일 것 같아.
맞아요? 오늘도 기분 좋게 다니고 싶었는데...
이래서 발을 많이 쫓겨내는 거예요?
그럼 나머지 사람들은 어떻게 하셨어요?
나는 전날에도 발을 쫙 쫒겼습니다만, 주말에는 아마 더 심해질 거야.
  그래도 신발을 잘 고르는 것이 중요하겠죠?
  맞아요. 가디건도 비슷한 문제가 있을 수 있으니, 신발과 함께 신으시는 건 어떠세요?
  오, 그런데 가디은 어떤 제품을 추천하시나요?
? 저는 에코 한 가디근을 선택하고 있습니다.
? 정말 좋은 선택이었겠네요. 가르치실 수 있는 곳이나 추천받았던 제품죠?
	 도움이 되길 바랍니다."
1153,협박 대화,"이봐. 아저씨. 차를 이렇게 주차하면 어떡해?
아니 언제 봤다고 반말이야?
기분 나빠? 나도 당신 차 때문에 주차할 데가 없어서 기분 나빠.
주차장이 여기 밖에 없어? 왜 시비냐고. 너 내가 누구아지 알아?
누구든 말든 내가 알 바 아니고 차나 빨리 빼라고.
아 진짜 혼나고 싶나. 너 이리와봐.
누구더러 오라 가라야. 그 입 잘라버리기 전에 조용히 차 빼라.
뭐? 입을 잘라? 말 다했냐?
아니? 뭐 다른 데도 잘라줘?
너 진짜 열받게 하지 말고 조용히 다른 데에 주차해라.","차
주차장
혼자","운전사
남성, 여성 
주차장","오늘도 주차장에서 혼자서 주행을 하려는 거예요? 
네, 나만이 그런 이유가 있어요. 이곳에 오래고 계시는 분들이 많아요. 
그럼 그분들은 왜 여기서 주차하기 어려운 거야?
한 번도 잘 안 와한 것 같아요. 특히 주말에는 더더러요."
1154,기타 괴롭힘 대화,"너 홍길동이랑 사귄다며
응 맞아
니가 어울린다고 생각해 웃겨 정말
왜 그래
내가 홍길동이라면 진짜 창피할 거 같아
아니야
홍길동한테 피해 끼치지 않고 헤어지는 게 좋을 텐데
맞아 두 사람은 하나도 안 어울리니까 말이야
왜 그래 너까지
뭐 내가 틀린 말 한 것도 아니고",네가,"친구 

모임장","네, 그게 정말 어렵네? 
오, 그래요. 나도 이 문제는 너무 어려워서 고민이 많아요."
1155,직장 내 괴롭힘 대화,"김대리!!
부르셨습니까? 부장님!
김대리는 회사 빽으로 들어왔나?
네? 무슨 말씀을.
자네 이딴 엉터리 서류를 해놓고 결제 올리는 배짱은 어디서 나오는거지?
열심히 해서 올린겁니다. 부장님!
입사 3년차가 초입보다 못한 기획안을 내놓고 어쩌자는 건가?
아니 부장님 말씀이 너무.
에이 정말 생긴 것도 무식하게 생겨가지고 일도 그지같이 하고 썩 나가 다시해!!!
부장님 그건 언어폭력이고 인격모독입니다!
너같은 놈 땜에 내 흰머리 나는 건 어떡하구?
.","회사
기획안
인격모독","경영진
부서장, 대리원
회의실","회사의 기회는 언제부터 생각했어요?
저도 그때가 나중에였을 것 같아요. 하지만  정말 좋은 아이디어들이 많이 떠올라서 자주 생각하고 있습니다.
최근에 어떤 것이 떠올랐나요? 
우리가 새로운 제품 출시를 준비하고 계시는 거예요. 어떻게 하면 더 잘 할 수 있을까요?
그럼 이 제품이 어떤 특징이 있으려면?
  우리가 직원들과 함께 을 해보았는데, 다양한 의견이 많아졌습니다. 
좋네요. 그리고 어떤 의견들이 있었는지 알려주세요.
직원들은 모두 매우 흥미롭게 대해고, 특히 한 직원이 온라인 강의라는 개념을 제안했습니다. 
온라인 강의는 얼마 전에도 여러 기업에서 도입한 거죠. 어떻게 하겠어요?
그런데 우리는 기존의 교육 방법과 다른 방식으로 접근해야 하는 게 필요하다고 생각합니다. 
  그렇다면 어떤 방식을 고려해보겠습니다. 
  네, 그렇게 하세요. 또 다른 아이디어가 있으면 말씀해 주세요."
1156,갈취 대화,"엄마 돈 좀
뭐? 저번에도 이따만큼 빌려갔잖어
아들한테 돈 좀 줄 수 있지 뭘그래!
너 나이가 몇이야!
나도 다 돈 벌려고 하는거야!
안돼 돈없어.
엄마 돈 있는 거 다 알아
얼마가 필요한데
100만원
이번만이다.","엄마
돈
아들","부모님
아들, 어머니
","아빠, 엄마가 오늘도 너무 바쁘셨네요?
네, 자녀들을 돌보는 것이 정말 힘든 일이죠? 
하지만 우리 아이들이 잘 지내고 계시는 건 큰 도움이 되겠어요. 
그럼에도 불구하고, 어릴 때부터 비용이 많이 들었던 것 같아요. 
하하, 할머니와 할아버지께서도 비슷한 생각을 하실 거예요.
맞습니다. 저희도 이게 중요합니다. 
   어떻게 하면 더 좋은 삶을 살 수 있을까요?
우리 아이들에게 교육과 건강에 집중해서 지원하면 좋겠습니다. 
    그저 조금만 더 노력한다면 될 거야. 
     그리고 우리 가족 모두 함께 노력해야 해. 
       네. 서로 도움을 주고받으면서 다가갈 수 있을 거야. 
오, 이제 시간이 지나고 있습니다. 
      맞았어요. 나중에 다시 만나 볼게."
1157,기타 괴롭힘 대화,"야 너네 아빠 청소부라며?
그 게어때서
너한테 쓰레기 냄새가 진동을한다
괴롭히지마
앨랠래 쓰레기 자식이래요
그만하라고
안쪽팔리니 청소부 자식아?
으아앙
청소부 자식 운대요
제발 그만해","청소부
쓰레기
자식","청소부
부모와 자녀
집","오늘도 오래 지내고 계셨어요?
네, 잘 지내요. 주말이 되면 나중에 집을 가게 될 거예요.
그럼, 이 는 어떻게 하실 ? 
어제부터 쓰레기가 많이 쌓이고 있어요. 제가 청소를 할 시간이 너무 없어서...
아, 정말 힘들겠네요. 내가 도와드리겠습니다만, 자식들이 다니면서 더 이상 시간이 없는 것 같아요.
그래도 도움이 되길 바랍니다. 저도 자식을 보며 마음이 무거운 게죠.
  자식들은 자주 집안을하게 해서... 
  네, 그런데도 엄마가 항상 불편하다는 말은    . 
웃음 그러니까, 자식을 제대로 배양하고 싶으신가요?
  ,       ."
1158,기타 괴롭힘 대화,"너 피아노 좀 쳐봐.
싫어.
왜 손가락 없다고 유세 떠는 거야?
이씨.
비행기라도 쳐보라니까? 왜 못치지?
하지마.
너 내가 볼 땐 의지 문제야. 손가락 없다고 비행기를 못치냐.
흑.
신발 벗겨줄까? 발로 함 쳐보지 그래?
싫어.","피아노
손가락
비행기","음악가
친구, 동료
집","오늘도 좋은 날이 되길 바랐어?
네, 나도 그럼이야. 오늘은 피아 연습을 하려고 해서 집에서 시간을 보냈어?
네? 어떻게 하려니? 무슨 곡을 연습하겠어?
이게요... 피아노 소리를 내고 바람이 불어 오는 날이라는 노래를 연습하고 있어. 너무 어렵네.
바이 불러 오는날이라고 들었어? 가사랑 맞지 않아?
맞아. 잘못된 제목이지. 하지만 이 곡은 정말 아름답고 마음에 드는 것 같아. 
그럼 더 많이 연습해봐. 피아 연습은 항상 도움이 되는 거야.
그렇다고 생각해. 그리고 비행기를 타면 어떤 느낌인지 궁금해.
? 비행기가 좋아서 자주 타고 있지? 
예, 몇 번이나 타보았어. 그런데 이번에는 비행기에 앉으면서 피아를 연주하면 어떨까 싶어.
? 그건 정말 좋겠다. 피노와 비행기는 다르게 느껴질 거야. 
. 네, 그래. 내가 다음 주말에 비행기로 여행 갈 때 피아를 연"
1159,기타 괴롭힘 대화,"야 오늘 체격검사 한 결과 봤냐? 결과 바봐 개웃김
야 키랑 몸무게가 왜 이래 사람맞냐? 어떻게 숨쉬고 다니는거야
얘들아 그런거 함부로 보면 안되지. 너네 그거 내 개인정보 침해인거 몰라?
그래서 뭐가 어쨌다고 야 너 체지방률 보이냐? 30 야 30 살 좀 빼라 살 좀 빼
30.? 야 돼지 체지방률이 25래 쟤 돼지보다 더 뚱뚱한가봐
얘 옷 걷어봐 빨리 야 커튼 뒤로 들어가 최대한 안 쪽팔리게 해줄게
왜 이래 하지마 이거 놔 왜이러는데 나 진짜 싫어.
야 얘 몸 봐! 살 흘러내리는 거 봐 분필 하나만 가져와봐 여기 저장해두자
아 진심 개웃겨 뱃살 사이에 분필 고정 되는거봐 너 간식 여기다 꽂아두고 먹어도 되겠다.
이만하면 됐잖아 그만해 나 진자 수치스러워
수치스러워할 몸은 되고? 이정도면 진짜 돼지 우리 들어가야 해 숨은 잘 쉬어지냐? 맨날 밥 한 솥 먹는거 아님?
그러게 안 그래도 엄청 못 생겼는데 몸이라도 좋아야지 이족보행하는 돼지처럼 살고있네 니 몸이 불쌍하다","체격 검사
키
몸무게","친구, 동료
집","이거, 저는 최근 체격검사를 받았는데 그 결과 나에게는 몸무게도 60이 되더라고요?
어, 정말? 나도  체격을 했었는데 58였어요. 얼마나 무겁다고 하셨죠?
네, 약간 더 무검이네요. 하지만 전에도 61이던데요.  가 높아지는 것 같아요.
가 높은 게 안 좋습니다. 운동하고 식습관 개선해야 해요.
맞아요. 지금까지도 다들 잘못된 생각을 가지고 있었어요. 이제는 정서적 건강도 중요하겠죠?
  오, 그렇군요. 우리 함께 운동하고  으로 가보겠습니다. 
좋은 아이디어네요! 오늘부터 시작!
,  !"
1160,직장 내 괴롭힘 대화,"강대리 지금 뭐하는거야?
시켜서 한건데 이거 이렇게 작성하라고 하셔서
내가 언제? 내가 언제 이렇게 하랬어?
좀전에 이거 하라고
젊은 사람이 말귀를 못알아들어
아니.
자꾸 변명만해 지난번도 이러더니
진짜 너무하시는거 아니예요?
뭘 너무해? 지금 반항하는건가?
아닙니다
똑바로해","강
사람
변명","강대리
아빠, 자녀 아버지를 의미
","어제 저녁에 주말이 오셨어요?
맞아요. 그만큼 나도 잘 지내고 계시는 거죠?
네, 잘 지냈어요. 이사 후에는 시간이 너무 바쁘더라고요.
왜 이렇게 가볍게 말하냐? 이사하면 정말 힘들었겠네.
아니, 다는 것 같아요. 집을 정리하고 모든 것을 준비해야 하니까요.
   하지만 가방을 챙겨서 왔어요. 도와줄래?
네요, 어디로 갈까요? 엄마가 계신 곳이나?
  우리 집으로 가면 좋겠습니다. 여기서 출발합니다.
 , 앞에서 만나요!"
